what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346905705421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905707421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905709437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905710281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905711500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905713953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905713968
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346905714796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905715765
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1346905730234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346905737750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346905742796
error,log,,,"Internal error logged from JDI Debug: ",1346905743531
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1346905745765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905752843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905754171
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346905754250
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346905754468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905757765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905929000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905934484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905936265
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346905937000
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1346905937828
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1346905937843
