what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1346883193218
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1346883193218
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1346883193218
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1346883193218
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1346883193218
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1346883193218
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1346883193218
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1346883193218
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1346883193218
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1346883193218
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1346883193234
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1346883193234
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1346883193234
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1346883193250
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1346883193250
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1346883193250
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1346883193250
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1346883193250
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1346883193250
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1346883193265
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1346883193281
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1346883193281
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1346883193296
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1346883193296
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1346883193296
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1346883193312
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1346883193312
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1346883193312
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1346883193312
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1346883193312
os,sysinfo,,,"win32",1346883193328
arch,sysinfo,,,"x86",1346883193328
ws,sysinfo,,,"win32",1346883193328
locale,sysinfo,,,"en_US",1346883193328
processors,sysinfo,,,"1",1346883193328
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1346883193328
java.runtime.version,sysinfo,,,"1.7.0_05-b06",1346883193328
java.specification.name,sysinfo,,,"Java Platform API Specification",1346883193328
java.specification.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.specification.version,sysinfo,,,"1.7",1346883193328
java.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.version,sysinfo,,,"1.7.0_05",1346883193328
java.vm.info,sysinfo,,,"mixed mode, sharing",1346883193328
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1346883193328
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1346883193328
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.vm.specification.version,sysinfo,,,"1.7",1346883193328
java.vm.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.vm.version,sysinfo,,,"23.1-b03",1346883193328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883220828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883258406
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1346883258500
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883259984
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883260140
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1346883260406
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1346883260453
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883262468
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883263031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883265640
