what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1346883193218
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1346883193218
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1346883193218
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1346883193218
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1346883193218
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1346883193218
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1346883193218
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1346883193218
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1346883193218
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1346883193218
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1346883193234
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1346883193234
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1346883193234
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1346883193250
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1346883193250
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1346883193250
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1346883193250
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1346883193250
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1346883193250
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1346883193265
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1346883193281
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1346883193281
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1346883193296
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1346883193296
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1346883193296
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1346883193312
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1346883193312
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1346883193312
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1346883193312
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1346883193312
os,sysinfo,,,"win32",1346883193328
arch,sysinfo,,,"x86",1346883193328
ws,sysinfo,,,"win32",1346883193328
locale,sysinfo,,,"en_US",1346883193328
processors,sysinfo,,,"1",1346883193328
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1346883193328
java.runtime.version,sysinfo,,,"1.7.0_05-b06",1346883193328
java.specification.name,sysinfo,,,"Java Platform API Specification",1346883193328
java.specification.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.specification.version,sysinfo,,,"1.7",1346883193328
java.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.version,sysinfo,,,"1.7.0_05",1346883193328
java.vm.info,sysinfo,,,"mixed mode, sharing",1346883193328
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1346883193328
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1346883193328
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.vm.specification.version,sysinfo,,,"1.7",1346883193328
java.vm.vendor,sysinfo,,,"Oracle Corporation",1346883193328
java.vm.version,sysinfo,,,"23.1-b03",1346883193328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883220828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883258406
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1346883258500
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883259984
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883260140
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1346883260406
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1346883260453
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883262468
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1346883263031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883265640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883265843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883266453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883306406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883407328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883487609
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1346883494812
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1346883503171
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1346883504062
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346883505687
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346883508046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883509171
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883509171
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1346883509859
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1346883514656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883551609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883623921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883625531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883632218
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1346883632921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883635171
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883639890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883641437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883660093
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346883660156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346883705312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346884898734
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1346884901796
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346884902375
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1346884902406
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346884902625
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346884902828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346884926625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885006984
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1346885007156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885017000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885033250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885063250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885067390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885071328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885076531
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885174390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885216140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNextWord",1346885216468
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1346885217593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1346885218484
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1346885224593
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1346885224890
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1346885225359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1346885226453
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885228484
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1346885240796
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1346885240890
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885281765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885412203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885414093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885417515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885417890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885433250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885434140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885488359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885545015
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885547765
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885553734
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885554390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885556031
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885558156
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885558359
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885560281
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885563546
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885563718
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1346885563921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885565453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885573015
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1346885580390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885583390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885586500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885595156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885595500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885595687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885596828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885597218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885600234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885602140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885603390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885604578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885608468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885615218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885621250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885625062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885629453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885638937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885641421
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1346885647343
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1346885647640
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1346885647937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885652218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885653406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885659718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885664515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885672765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885722046
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1346885754125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885819875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885904453
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1346885908218
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1346885913453
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1346885913687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885927578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885927734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885927921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885928093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885928250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885928406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885928562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885928968
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1346885933218
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1346885937421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885938000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885939640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885940953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885950796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885951296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885951328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885951359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885951578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885952234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885952593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885955671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885959093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885960312
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1346885966484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1346885971625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885973046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885976468
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346885981468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885986781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346885988109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886001218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886028609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886029765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886030078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886030359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886030593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886030781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886030984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886031187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886031406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886031609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886031812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1346886032015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1346886036078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886039000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886085046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886087765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886097000
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1346886099171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886104515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886106453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886109625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886113593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886117859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886119562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886129453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886131156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886135750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346886139328
